class id,filepaths,labels,data set
2,train/Tiro com Arco/044.jpg,Tiro com Arco,train
2,train/Tiro com Arco/045.jpg,Tiro com Arco,train
2,train/Tiro com Arco/046.jpg,Tiro com Arco,train
2,train/Tiro com Arco/047.jpg,Tiro com Arco,train
2,train/Tiro com Arco/048.jpg,Tiro com Arco,train
2,train/Tiro com Arco/049.jpg,Tiro com Arco,train
2,train/Tiro com Arco/050.jpg,Tiro com Arco,train
2,train/Tiro com Arco/051.jpg,Tiro com Arco,train
2,train/Tiro com Arco/052.jpg,Tiro com Arco,train
2,train/Tiro com Arco/053.jpg,Tiro com Arco,train
2,train/Tiro com Arco/054.jpg,Tiro com Arco,train
2,train/Tiro com Arco/055.jpg,Tiro com Arco,train
2,train/Tiro com Arco/056.jpg,Tiro com Arco,train
2,train/Tiro com Arco/057.jpg,Tiro com Arco,train
2,train/Tiro com Arco/058.jpg,Tiro com Arco,train
2,train/Tiro com Arco/059.jpg,Tiro com Arco,train
2,train/Tiro com Arco/060.jpg,Tiro com Arco,train
2,train/Tiro com Arco/061.jpg,Tiro com Arco,train
2,train/Tiro com Arco/062.jpg,Tiro com Arco,train
2,train/Tiro com Arco/063.jpg,Tiro com Arco,train
2,train/Tiro com Arco/064.jpg,Tiro com Arco,train
2,train/Tiro com Arco/065.jpg,Tiro com Arco,train
2,train/Tiro com Arco/066.jpg,Tiro com Arco,train
2,train/Tiro com Arco/067.jpg,Tiro com Arco,train
2,train/Tiro com Arco/068.jpg,Tiro com Arco,train
2,train/Tiro com Arco/069.jpg,Tiro com Arco,train
2,train/Tiro com Arco/070.jpg,Tiro com Arco,train
2,train/Tiro com Arco/071.jpg,Tiro com Arco,train
2,train/Tiro com Arco/072.jpg,Tiro com Arco,train
2,train/Tiro com Arco/073.jpg,Tiro com Arco,train
2,train/Tiro com Arco/074.jpg,Tiro com Arco,train
2,train/Tiro com Arco/075.jpg,Tiro com Arco,train
2,train/Tiro com Arco/076.jpg,Tiro com Arco,train
2,train/Tiro com Arco/077.jpg,Tiro com Arco,train
2,train/Tiro com Arco/078.jpg,Tiro com Arco,train
2,train/Tiro com Arco/079.jpg,Tiro com Arco,train
2,train/Tiro com Arco/080.jpg,Tiro com Arco,train
2,train/Tiro com Arco/081.jpg,Tiro com Arco,train
2,train/Tiro com Arco/082.jpg,Tiro com Arco,train
2,train/Tiro com Arco/083.jpg,Tiro com Arco,train
2,train/Tiro com Arco/084.jpg,Tiro com Arco,train
2,train/Tiro com Arco/085.jpg,Tiro com Arco,train
2,train/Tiro com Arco/086.jpg,Tiro com Arco,train
2,train/Tiro com Arco/087.jpg,Tiro com Arco,train
2,train/Tiro com Arco/088.jpg,Tiro com Arco,train
2,train/Tiro com Arco/089.jpg,Tiro com Arco,train
2,train/Tiro com Arco/090.jpg,Tiro com Arco,train
2,train/Tiro com Arco/091.jpg,Tiro com Arco,train
2,train/Tiro com Arco/092.jpg,Tiro com Arco,train
2,train/Tiro com Arco/093.jpg,Tiro com Arco,train
2,train/Tiro com Arco/094.jpg,Tiro com Arco,train
2,train/Tiro com Arco/095.jpg,Tiro com Arco,train
2,train/Tiro com Arco/096.jpg,Tiro com Arco,train
2,train/Tiro com Arco/097.jpg,Tiro com Arco,train
2,train/Tiro com Arco/098.jpg,Tiro com Arco,train
2,train/Tiro com Arco/099.jpg,Tiro com Arco,train
2,train/Tiro com Arco/100.jpg,Tiro com Arco,train
2,train/Tiro com Arco/101.jpg,Tiro com Arco,train
2,train/Tiro com Arco/102.jpg,Tiro com Arco,train
2,train/Tiro com Arco/103.jpg,Tiro com Arco,train
2,train/Tiro com Arco/104.jpg,Tiro com Arco,train
2,train/Tiro com Arco/105.jpg,Tiro com Arco,train
2,train/Tiro com Arco/106.jpg,Tiro com Arco,train
2,train/Tiro com Arco/107.jpg,Tiro com Arco,train
2,train/Tiro com Arco/108.jpg,Tiro com Arco,train
2,train/Tiro com Arco/109.jpg,Tiro com Arco,train
2,train/Tiro com Arco/110.jpg,Tiro com Arco,train
2,train/Tiro com Arco/111.jpg,Tiro com Arco,train
2,train/Tiro com Arco/112.jpg,Tiro com Arco,train
2,train/Tiro com Arco/113.jpg,Tiro com Arco,train
2,train/Tiro com Arco/114.jpg,Tiro com Arco,train
2,train/Tiro com Arco/115.jpg,Tiro com Arco,train
2,train/Tiro com Arco/116.jpg,Tiro com Arco,train
2,train/Tiro com Arco/117.jpg,Tiro com Arco,train
2,train/Tiro com Arco/118.jpg,Tiro com Arco,train
2,train/Tiro com Arco/119.jpg,Tiro com Arco,train
2,train/Tiro com Arco/120.jpg,Tiro com Arco,train
2,train/Tiro com Arco/121.jpg,Tiro com Arco,train
2,train/Tiro com Arco/122.jpg,Tiro com Arco,train
2,train/Tiro com Arco/123.jpg,Tiro com Arco,train
2,train/Tiro com Arco/124.jpg,Tiro com Arco,train
2,train/Tiro com Arco/125.jpg,Tiro com Arco,train
2,train/Tiro com Arco/126.jpg,Tiro com Arco,train
2,train/Tiro com Arco/127.jpg,Tiro com Arco,train
2,train/Tiro com Arco/128.jpg,Tiro com Arco,train
2,train/Tiro com Arco/129.jpg,Tiro com Arco,train
2,train/Tiro com Arco/130.jpg,Tiro com Arco,train
2,train/Tiro com Arco/131.jpg,Tiro com Arco,train
2,train/Tiro com Arco/132.jpg,Tiro com Arco,train
3,train/Queda de Braço/01.jpg,Queda de Braço,train
3,train/Queda de Braço/02.jpg,Queda de Braço,train
3,train/Queda de Braço/03.jpg,Queda de Braço,train
3,train/Queda de Braço/04.jpg,Queda de Braço,train
3,train/Queda de Braço/05.jpg,Queda de Braço,train
3,train/Queda de Braço/06.jpg,Queda de Braço,train
3,train/Queda de Braço/07.jpg,Queda de Braço,train
3,train/Queda de Braço/08.jpg,Queda de Braço,train
3,train/Queda de Braço/09.jpg,Queda de Braço,train
3,train/Queda de Braço/10.jpg,Queda de Braço,train
3,train/Queda de Braço/11.jpg,Queda de Braço,train
3,train/Queda de Braço/12.jpg,Queda de Braço,train
3,train/Queda de Braço/13.jpg,Queda de Braço,train
3,train/Queda de Braço/14.jpg,Queda de Braço,train
3,train/Queda de Braço/15.jpg,Queda de Braço,train
3,train/Queda de Braço/16.jpg,Queda de Braço,train
3,train/Queda de Braço/17.jpg,Queda de Braço,train
3,train/Queda de Braço/18.jpg,Queda de Braço,train
3,train/Queda de Braço/19.jpg,Queda de Braço,train
3,train/Queda de Braço/20.jpg,Queda de Braço,train
3,train/Queda de Braço/21.jpg,Queda de Braço,train
3,train/Queda de Braço/22.jpg,Queda de Braço,train
3,train/Queda de Braço/23.jpg,Queda de Braço,train
3,train/Queda de Braço/24.jpg,Queda de Braço,train
3,train/Queda de Braço/25.jpg,Queda de Braço,train
3,train/Queda de Braço/26.jpg,Queda de Braço,train
3,train/Queda de Braço/27.jpg,Queda de Braço,train
3,train/Queda de Braço/28.jpg,Queda de Braço,train
3,train/Queda de Braço/29.jpg,Queda de Braço,train
3,train/Queda de Braço/30.jpg,Queda de Braço,train
3,train/Queda de Braço/31.jpg,Queda de Braço,train
3,train/Queda de Braço/32.jpg,Queda de Braço,train
3,train/Queda de Braço/33.jpg,Queda de Braço,train
3,train/Queda de Braço/34.jpg,Queda de Braço,train
3,train/Queda de Braço/35.jpg,Queda de Braço,train
3,train/Queda de Braço/36.jpg,Queda de Braço,train
3,train/Queda de Braço/37.jpg,Queda de Braço,train
3,train/Queda de Braço/38.jpg,Queda de Braço,train
3,train/Queda de Braço/39.jpg,Queda de Braço,train
3,train/Queda de Braço/40.jpg,Queda de Braço,train
3,train/Queda de Braço/41.jpg,Queda de Braço,train
3,train/Queda de Braço/42.jpg,Queda de Braço,train
3,train/Queda de Braço/43.jpg,Queda de Braço,train
3,train/Queda de Braço/44.jpg,Queda de Braço,train
3,train/Queda de Braço/45.jpg,Queda de Braço,train
3,train/Queda de Braço/46.jpg,Queda de Braço,train
3,train/Queda de Braço/47.jpg,Queda de Braço,train
3,train/Queda de Braço/48.jpg,Queda de Braço,train
3,train/Queda de Braço/49.jpg,Queda de Braço,train
3,train/Queda de Braço/50.jpg,Queda de Braço,train
3,train/Queda de Braço/51.jpg,Queda de Braço,train
3,train/Queda de Braço/52.jpg,Queda de Braço,train
3,train/Queda de Braço/53.jpg,Queda de Braço,train
3,train/Queda de Braço/54.jpg,Queda de Braço,train
3,train/Queda de Braço/55.jpg,Queda de Braço,train
3,train/Queda de Braço/56.jpg,Queda de Braço,train
3,train/Queda de Braço/57.jpg,Queda de Braço,train
3,train/Queda de Braço/58.jpg,Queda de Braço,train
3,train/Queda de Braço/59.jpg,Queda de Braço,train
3,train/Queda de Braço/60.jpg,Queda de Braço,train
3,train/Queda de Braço/61.jpg,Queda de Braço,train
3,train/Queda de Braço/62.jpg,Queda de Braço,train
3,train/Queda de Braço/63.jpg,Queda de Braço,train
3,train/Queda de Braço/64.jpg,Queda de Braço,train
3,train/Queda de Braço/65.jpg,Queda de Braço,train
3,train/Queda de Braço/66.jpg,Queda de Braço,train
3,train/Queda de Braço/67.jpg,Queda de Braço,train
3,train/Queda de Braço/68.jpg,Queda de Braço,train
3,train/Queda de Braço/69.jpg,Queda de Braço,train
3,train/Queda de Braço/70.jpg,Queda de Braço,train
3,train/Queda de Braço/71.jpg,Queda de Braço,train
3,train/Queda de Braço/72.jpg,Queda de Braço,train
3,train/Queda de Braço/73.jpg,Queda de Braço,train
3,train/Queda de Braço/74.jpg,Queda de Braço,train
3,train/Queda de Braço/75.jpg,Queda de Braço,train
3,train/Queda de Braço/76.jpg,Queda de Braço,train
3,train/Queda de Braço/77.jpg,Queda de Braço,train
3,train/Queda de Braço/78.jpg,Queda de Braço,train
3,train/Queda de Braço/79.jpg,Queda de Braço,train
3,train/Queda de Braço/80.jpg,Queda de Braço,train
3,train/Queda de Braço/81.jpg,Queda de Braço,train
3,train/Queda de Braço/82.jpg,Queda de Braço,train
3,train/Queda de Braço/83.jpg,Queda de Braço,train
3,train/Queda de Braço/84.jpg,Queda de Braço,train
3,train/Queda de Braço/85.jpg,Queda de Braço,train
3,train/Queda de Braço/86.jpg,Queda de Braço,train
3,train/Queda de Braço/87.jpg,Queda de Braço,train
3,train/Queda de Braço/88.jpg,Queda de Braço,train
3,train/Queda de Braço/89.jpg,Queda de Braço,train
3,train/Queda de Braço/90.jpg,Queda de Braço,train
3,train/Queda de Braço/91.jpg,Queda de Braço,train
3,train/Queda de Braço/92.jpg,Queda de Braço,train
3,train/Queda de Braço/93.jpg,Queda de Braço,train
